Latitude,Longitude,acq_date,Temperatura máxima (ºC),Temperatura mínima (ºC),Temperatura media (ºC),Racha (km/h),Velocidad máxima (km/h),Precipitación 00-24h (mm),Precipitación 00-06h (mm),Precipitación 06-12h (mm),Precipitación 12-18h (mm),Precipitación 18-24h (mm)
38.515135726665235,-5.868075613674839,2021-01-01,8.806326202512697,1.7852491169864018,5.272644782001016,38.79754986012504,26.249144199964064,0.0,0.0,0.0,0.0,0.0
40.138706005358564,-0.13512949195847135,2021-01-01,15.631416205873474,5.705202793760467,10.630142447506874,23.062693607706432,13.025373379351095,0.0,0.0,0.0,0.0,0.0
42.77249945871877,-3.8902686572163647,2021-01-01,8.046021646743082,-1.3482302317891417,3.3921181380381356,19.4066541663301,12.516916575003524,0.0,0.0,0.0,0.0,0.0
38.25140404213796,-1.4850109235664277,2021-01-01,16.503887148130172,1.674809643495748,9.133504052021701,26.45001957934591,19.233773751650258,0.0,0.0,0.0,0.0,0.0
39.46530091019714,-5.714597800608649,2021-01-01,15.749727144272047,2.0112055319625783,8.880466338117312,11.51192752796017,6.4195478586488335,0.0,0.0,0.0,0.0,0.0
42.811491928313465,-6.314501970834279,2021-01-01,10.476485759564408,-2.101897181559336,4.155919274359599,15.964704875448575,11.907866912446881,0.02588237811378561,0.0,0.02588237811378561,0.0,0.0
37.65525453651575,-5.105257190785295,2021-01-01,18.443354069253385,-0.7576791156649759,8.856190053724063,16.54797741155283,10.891336359939153,0.0,0.0,0.0,0.0,0.0
41.67172360379605,-5.945464778332523,2021-01-01,7.867873407162358,-5.045233054636352,1.4233315865952783,12.926762572982023,6.182609687967975,0.0,0.0,0.0,0.0,0.0
39.573811917407625,-3.6813600276471607,2021-01-01,7.824604174474479,-8.048039852869046,-0.09854585172950284,17.306412623897778,10.220466874813408,0.0,0.0,0.0,0.0,0.0
42.83326686184823,-0.3488324870291386,2021-01-01,10.214417186020363,-0.8729852234654054,4.70540046799031,19.275032567635588,9.446880707144999,0.0,0.0,0.0,0.0,0.0
38.87016636379799,-5.916761593680626,2021-01-02,16.51866992049998,-0.20386586511364346,8.16116721310702,17.76974427708945,10.394450202397678,0.0,0.0,0.0,0.0,0.0
39.19051436753741,-0.32327371658074444,2021-01-02,16.01562354948909,6.284601992106755,11.154549639413903,28.372414386923104,14.795368310821317,0.0,0.0,0.0,0.0,0.0
37.77171823233917,-3.956095275931672,2021-01-02,16.722574878846288,3.262627752020779,10.024979966179794,17.524443344050407,10.962878508613006,0.0,0.0,0.0,0.0,0.0
37.952950577560294,-2.0803878171094983,2021-01-02,15.649758720144376,-0.2663609157861725,7.740462988363919,24.255238996578306,17.522837131308428,0.0,0.0,0.0,0.0,0.0
41.47460004268737,-1.066254230806245,2021-01-02,12.735712253812604,1.0537874111554602,6.859821907175725,30.72711846524723,16.90182557118776,0.0,0.0,0.0,0.0,0.0
40.45224298877755,-2.3990308625541177,2021-01-02,11.462137518566403,-4.129240629915249,3.689501552773395,20.637314449564506,11.47679340776784,0.0,0.0,0.0,0.0,0.0
39.18025286000948,-2.121197350542892,2021-01-02,7.24111870245493,-5.541307211705405,0.8499057453747627,16.434202848955657,13.178543427169988,0.0,0.0,0.0,0.0,0.0
39.603930257607935,-0.8570486961728099,2021-01-02,14.311054204541303,0.1199789891593599,7.2202029229483555,29.231144069465927,22.12136098039716,0.0,0.0,0.0,0.0,0.0
37.01359227296134,-5.941485947585709,2021-01-02,16.67934394519191,0.43179796374237867,8.571176391949095,19.906582692002317,12.155017690558399,0.0,0.0,0.0,0.0,0.0
39.49455645321109,-5.630381192759226,2021-01-02,15.6652491080622,0.7905338581096573,8.22789148308593,12.539094139737369,6.926661129470863,0.0,0.0,0.0,0.0,0.0
39.61348698527907,-5.524368357311278,2021-01-03,15.19674832793238,-1.5387764837429612,6.828985922094709,15.320036130044489,8.09110592387939,0.0,0.0,0.0,0.0,0.0
40.49897907399703,-1.3842411964084311,2021-01-03,7.172104142066571,-8.46110478374929,-0.6102505696147287,11.98375013009857,6.817960496515218,0.0,0.0,0.0,0.0,0.0
37.782927738812205,-3.920027070909074,2021-01-03,16.55310444890221,2.9437632698888287,9.784383813535511,17.246182024513782,10.509773495370757,0.0,0.0,0.0,0.0,0.0
37.674161792321435,-1.2056837409234857,2021-01-03,17.2210678245611,3.1065999536403917,10.163833889100747,21.580906750335135,13.291355928274964,0.0,0.0,0.0,0.0,0.0
40.72291008727211,-1.7956124557350872,2021-01-03,4.718477943741998,-11.41790873728451,-3.3396080651857005,10.564873635184723,6.614666872624015,0.0,0.0,0.0,0.0,0.0
40.31997717329791,-3.441657746530366,2021-01-03,10.136699997651068,-6.345617263772887,1.8955413669390913,12.957466189612143,8.662257034717857,0.0,0.0,0.0,0.0,0.0
42.891162544890804,-6.430687496754381,2021-01-03,10.15977471823681,-1.5255683313637347,4.285648336553568,15.51638855063763,11.67293974953179,0.005780046455227073,0.0,0.005780046455227073,0.0,0.0
41.6150324211286,-6.167585090437542,2021-01-03,11.67408593544208,-4.787823018773346,3.4316287947865476,14.867895875991755,8.09084986137865,0.0,0.0,0.0,0.0,0.0
38.17552880800498,-1.9485927242097318,2021-01-03,14.803956971792786,0.7615190807610667,7.83241237492737,24.28920105094207,18.4482947109306,0.0,0.0,0.0,0.0,0.0
41.90892261432716,-0.8423816143070262,2021-01-03,12.278144674723862,2.694217598540827,7.5004666937010604,32.17122143309856,23.721813398646475,0.0,0.0,0.0,0.0,0.0
38.31766395044053,-2.764591428785473,2021-01-04,14.529069238470703,-2.322506613286173,6.128817299050796,19.59476621592581,12.593054869315782,0.0,0.0,0.0,0.0,0.0
41.296300033182874,-2.6514131664497187,2021-01-04,10.31441582060583,-6.287991751623872,2.007771959742645,19.48596418590214,11.493249268798031,0.0,0.0,0.0,0.0,0.0
37.77452014676906,-2.795952075851466,2021-01-04,16.32398416066227,-4.428456659276008,5.9886212078086025,20.92663315127368,12.498924021762573,0.0,0.0,0.0,0.0,0.0
37.661411065989114,-0.6190543611118366,2021-01-04,16.159524996778355,4.803502096870676,10.469223010841253,22.656523852580648,14.09214922068794,0.0,0.0,0.0,0.0,0.0
40.27603177965822,-3.1442536352337687,2021-01-04,12.53222670033313,-2.462037066623714,5.019393620786016,11.961451889726103,7.212332817909452,0.0,0.0,0.0,0.0,0.0
38.93371866925679,-0.9314377205578257,2021-01-04,15.976302047636043,-0.3982506240219509,7.7865393323863925,31.133222217419867,19.60064608073423,0.0,0.0,0.0,0.0,0.0
39.165011841420544,-3.0708619632538268,2021-01-04,11.020178666963867,-5.175800122614428,2.9652370007072024,15.145810484185034,10.728674196134024,0.0,0.0,0.0,0.0,0.0
37.70569944247137,-5.9409239562093585,2021-01-04,17.168568818045934,0.28619799298627563,8.75517909681512,14.946310665235632,9.502224491215994,0.0,0.0,0.0,0.0,0.0
39.88285067768636,-0.1828525095900453,2021-01-04,16.329577479142287,5.5194926446866175,10.887255428718337,22.064085884149033,13.316850646457427,0.0,0.0,0.0,0.0,0.0
40.76435938066787,-4.467971851116977,2021-01-04,11.493417556268678,-2.264622387198159,4.646171157977365,12.893634421699227,7.453120400853787,0.14581141246315887,0.0,0.0,0.14581141246315887,0.0
40.49899205379593,-4.456552085113215,2021-01-05,11.014927640611967,-1.9643371550452073,4.543250541274532,12.322344512934897,7.66349172630882,0.0,0.0,0.0,0.0,0.0
42.60067178677326,-0.7322213763319452,2021-01-05,10.6260422186739,-1.8156259813375608,4.4127559890589385,21.73254604330156,13.0912661904489,0.0,0.0,0.0,0.0,0.0
41.04763865397548,-4.898179199273692,2021-01-05,8.800189206620312,-4.6610287281649345,2.1034219299058434,11.186077018703665,6.66050782618513,0.0,0.0,0.0,0.0,0.0
38.81228688299301,-2.747949438233959,2021-01-05,12.514301301629299,-3.1024046293047816,4.748781142808727,17.783197951952307,12.796526760349877,0.0,0.0,0.0,0.0,0.0
42.743483711350706,-4.629453484406801,2021-01-05,10.428651901274394,-3.0987289641204048,3.7048939209885674,19.243782595705294,10.59054333762025,0.14383787886311528,0.0,0.14383787886311528,0.0,0.0
42.638441457909416,-2.530164988111059,2021-01-05,13.315205061468053,2.6365751172600342,7.975890089364045,19.878295016602745,13.249541680164862,0.3135324936960041,0.09647153652184742,0.19294307304369485,0.0,0.024117884130461856
41.094772507273156,-6.036399087377892,2021-01-05,12.527317287807922,-2.638909129910391,4.9710286739666945,15.122117334468689,9.58562543411012,0.0,0.0,0.0,0.0,0.0
39.501056950552105,-2.243726905605765,2021-01-05,7.855979052896874,-4.7406233759084495,1.5701098347435165,20.050911018696898,13.935435904361245,0.0,0.0,0.0,0.0,0.0
37.08007631282329,-4.840504524290818,2021-01-05,17.95179172665517,0.3363029465006643,9.119930430776606,28.094986481016843,15.353220904356432,0.0,0.0,0.0,0.0,0.0
38.57530413834582,-4.491253326785176,2021-01-05,16.58479410011417,1.6626512786382084,9.11518953534358,17.00202587729502,9.0,0.0,0.0,0.0,0.0,0.0
41.90984179884867,-3.8636750049856547,2021-01-06,4.251714817686723,-3.72184912748045,0.27832281814661364,13.4825392954844,9.214739834614864,0.0,0.0,0.0,0.0,0.0
37.89049897981345,-1.8156016440643743,2021-01-06,16.351438352084543,1.5688677942570508,8.984903910864196,23.364555064588497,16.5083837919711,0.0,0.0,0.0,0.0,0.0
39.525621816482754,-3.88257425101712,2021-01-06,8.36045519685485,-6.613309268404653,0.8966854077293924,17.756382219789497,10.16811552038228,0.0,0.0,0.0,0.0,0.0
38.21208768466867,-2.0398029176986174,2021-01-06,14.71881455930528,0.49378525105626436,7.653492671218073,23.752276832179827,17.833387427981936,0.0,0.0,0.0,0.0,0.0
42.77066948283256,-6.02525656909727,2021-01-06,9.93977167636732,-2.5102189039517127,3.7164584450939397,16.86702925417564,12.366830008542326,0.00332426864560903,0.0,0.00332426864560903,0.0,0.0
42.76288420610853,-2.7701201651946734,2021-01-06,12.946904840375346,2.4201576761319235,7.683531258253636,18.494755331679983,11.068401826507124,0.3938107432691812,0.12117253639051728,0.24234507278103457,0.0,0.03029313409762932
39.291176789659964,-5.527355281481783,2021-01-06,16.442241292054476,0.49854011331379655,8.470390702684137,11.27723434775184,6.763400830012824,0.0,0.0,0.0,0.0,0.0
39.97358763080145,-0.7929800302188994,2021-01-06,12.624990276787003,-1.7204659978450512,5.475551923957701,18.046212254751385,12.60383000871676,0.0,0.0,0.0,0.0,0.0
38.355998248266005,-1.741875081672414,2021-01-06,14.813838159185858,2.061788739099482,8.460132090490191,28.40013298711027,20.107254346099168,0.0,0.0,0.0,0.0,0.0
38.134091696009314,-6.034198895236332,2021-01-06,17.649124038237233,3.434154900994635,10.581671054605154,20.89686668395927,16.3970098597871,0.0,0.0,0.0,0.0,0.0
39.32621137405158,-5.433325692780579,2021-01-07,16.512105976447057,0.22064309053657438,8.366374533491815,10.651089102164722,6.595925124220979,0.0,0.0,0.0,0.0,0.0
38.488476035945254,-1.2066555523107452,2021-01-07,16.154958455862815,-0.4122607877223167,7.845293709679354,32.276242757837664,20.22177699447952,0.0,0.0,0.0,0.0,0.0
38.86924344542928,-2.451274701414106,2021-01-07,11.345134645988939,-3.811798401886767,3.8037568936672135,16.77484716952081,13.091261611577988,0.0,0.0,0.0,0.0,0.0
42.21723463061448,-1.7362657117876585,2021-01-07,12.290874170111234,0.21286961484924882,6.263032732915824,23.795494600011587,15.056006415156382,0.0,0.0,0.0,0.0,0.0
